"Despesa_Sap","Despesa_Tm1"
"Jan - PB1287.21 - PROV AMS MAX ATTENTION","PB1287.2 - AMS MAX ATTENTION"
"Jan - PB1287.22 - PROV AMS SAP FCA ITEM CDE FINANCE","PB1287.3 - AMS SAP - FCA ITEM - CDE FINANCE"
"Jan - PB1287.23 - PROV SAP LICENSE","PB1287.8 - Manutenzione Licenze SAP"
"Jan - PB1287.24 - PROV AMS NWPM","PB1287.5 - AMS NWPM"
"Jan - PB1287.25 - PROV AMS SONAR","PB1287.7 - AMS SONAR"
"Jan - PB1287.26 - PROV MANUTENZIONE SAP ANNO 2017 EX LI","PB1287.6 - MANUTENZIONE SAP ANNO 2017  (EX LIC COMAU) -"
"Jan - PB1287.27 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.2 - AMS Max Attention"
"Jan - PB1287.28 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.3 - AMS SAP - FCA ITEM - CDE FINANCE"
"Jan - PB1287.29 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.4 - SAP Credit Management / SAP Treasury and Risk Mgmt"
"Jan - PB1287.30 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.5 - AMS NWPM"
"Jan - PB1287.31 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.6 - Manutenzione SAP anno 2017  (EX LIC comau) -"
"Jan - PB1287.32 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.7 - AMS Sonar"
"Jan - PB1287.33 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.6 - Manutenzione SAP anno 2017  (EX LIC comau) -"
"Jan - PB1287.34 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1287.4 - SAP Credit Management / SAP Treasury and Risk Mgmt"
"Jan - PB1289.1 - PROV MANUTENÇÕES EVOLUTIVAS MOPAR","PB1289.1 - MANUTENÇÕES EVOLUTIVAS (MOPAR)"
"Jan - PB1289.2 - PROV MANUTENÇÕES EVOLUTIVAS MOPAR","PB1289.1 - MANUTENÇÕES EVOLUTIVAS (MOPAR)"
"Jan - PB1290.1 - PROV RENV LICENÇA SW CLICK 1/12","PB1290.5 - MANUTENÇÃO LICENÇAS SIEBEL - DEALERS ARGENTINA"
"Jan - PB1290.2 - MANUTENÇÃO DE SIEBEL BD ORACLE 13/17","PB1290.2 - Manutenção Licenças Siebel"
"Jan - PB1290.3 - MANUTENÇÃO SW WEBEX 7/12","PB1290.4 - Cisco Webex - assistêntia técnica remota WiTech"
"Jan - PB1291.1 - PROV TATA CONSULTANCY MANUTENÇÃO E SU","PB1291.2 - AMS Siebel"
"Jan - PB1291.2 - MANUTENÇÃO E SUPORTE SIEBEL OUT À DEZ","PB1291.2 - AMS Siebel"
"Jan - PB1291.3 - PROV TATA CONSULTANCY MANUTENÇÃO E SU","PB1291.2 - AMS Siebel"
"Jan - PB1291.4 - PROV ACCENTURE SUPORTE AMS AO SAPIENS","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Jan - PB1291.5 - PROV ACCENTURE SUPORTE AMS AO SAPIENS","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Jan - PB1291.6 - PROV ACCENTURE SUPORTE AMS DWH DO CSP","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Jan - PB1291.7 - PROV TECHEDGE SUPORTE AMS 1 FTE PROC","PB1291.4 - SUPORTE AMS BPC"
"Jan - PB1291.8 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1291.7 - CONTRATAÇÃO AMS LOCAL  - INTEGRAÇÃO LOGISTICA"
"Jan - PB1291.9 - PROV STAR COMUNICAÇÃO GESTÃO MENSAL I","PB1291.9 - AMS INFOTEC"
"Jan - PB1291.10 - PROV TECHEDGE SUPORTE POST GOLIVE BPC","PB1291.10 - AMS 2º Turno - MOPAR"
"Jan - PB1292.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1292.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1292.3 - TRANSFERENCIA CAMBIAL FGA ICT","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1292.4 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1292.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1292.6 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1292.2 - SPARE PARTS & REPAIR SERVICES"
"Jan - PB1293.1 - ICTL GERENCIA DE PROJETOS ICT MEDIA","PB1293.1 - Serviço de Governança EUS"
"Jan - PB1294.1 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Jan - PB1294.2 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - Manual Journal Entry"
"Jan - PB1294.3 - PROV SUPORTE APLICATIVO WORKIVA","PB1294.1 - SUPORTE APLICATIVO WORKIVA"
"Jan - PB1294.4 - FIAT ITEM SPA FAT 4006171574 PO 6198","PB1294.1 - Suporte Aplicativo WorkIva"
"Jan - PB1294.5 - IRRF FAT 4006171574 FIAT ITEM SPA PO 61","PB1294.1 - Suporte Aplicativo WorkIva"
"Jan - PB1294.6 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE"
"Jan - PB1294.7 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - MANUAL JOURNAL ENTRY"
"Jan - PB1294.8 - PROV AMS NIAGARA","PB1294.2 - HFM - NIAGARA - ADICIONAL AMS - CENTRAL BACK OFFICE E INFRAESTRUTURA"
"Jan - PB1294.9 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE"
"Jan - PB1294.10 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - MANUAL JOURNAL ENTRY"
"Jan - PB1294.11 - PROV SUPORTE APLICATIVO WORKIVA","PB1294.1 - SUPORTE APLICATIVO WORKIVA"
"Jan - PB1294.12 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Jan - PB1294.13 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1294.4 - ART&MIS - Manual Journal Entry"
"Jan - PB1294.14 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1294.1 - Suporte Aplicativo WorkIva"
"Jan - PB1296.1 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1296.2 - PROV ICT CHRYSLER PDP","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1296.3 - PROV ICT CHRYSLER GCS","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Jan - PB1296.4 - PROV ICT CHRYSLER ISPEED","PB1296.7 - ISPEED"
"Jan - PB1296.5 - PROV VEIPROD 1/12","PB1296.8 - CRF - SW VEIPROD"
"Jan - PB1296.6 - PROV RENV SW VEEP / JACK 1/12","PB1296.4 - SW JACK / VEEP"
"Jan - PB1296.7 - PROV MBSHARCARCOHATSWHANDS 1/12",""
"Jan - PB1296.8 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1296.9 - PROV PDP PART DEVELOPMENT PLAN 2017","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1296.10 - PROV GCS GLOBAL COST SYSTEM 2017","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Jan - PB1296.11 - PROV ISPEED 2017","PB1296.7 - ISPEED"
"Jan - PB1296.12 - PROV PDP PART DEVELOPMENT PLAN 2018","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1296.13 - PROV GCS GLOBAL COST SYSTEM 2018","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Jan - PB1296.14 - PROV ISPEED 2018","PB1296.7 - ISPEED"
"Jan - PB1296.15 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1296.16 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO",""
"Jan - PB1296.17 - VARIAÇÃO CAMBIAL CHRYSLER JANEIRO","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1296.18 - VARIAÇÃO CAMBIAL CHRYSLER JANEIRO","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1296.19 - VARIAÇÃO CAMBIAL CHRYSLER JANEIRO","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Jan - PB1298.1 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Jan - PB1298.2 - PROV ICT CHRYSLER OSS ITO","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Jan - PB1298.3 - PROV ICT CHRYSLER GOVERNANCE OSS","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Jan - PB1298.4 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Jan - PB1298.5 - PROV OSS ITO SERVERS / INFRA OSS LATAM","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Jan - PB1298.6 - PROV ICT GOVERNANCE OSS LATAM 2017","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Jan - PB1298.7 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Jan - PB1298.8 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Jan - PB1298.9 - VARIAÇÃO CAMBIAL CHRYSLER JANEIRO","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Jan - PB1298.10 - VARIAÇÃO CAMBIAL CHRYSLER JANEIRO","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Jan - PB1300.1 - PROV CAPMAN","PB1300.2 - CAPMAN"
"Jan - PB1300.2 - PROV CAPMAN","PB1300.2 - CAPMAN"
"Jan - PB1300.3 - PROV CAPMAN","PB1300.2 - CAPMAN"
"Jan - PB1300.4 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1300.2 - CAPMAN"
"Jan - PB1304.1 - PROV ABC TOKYO PREPARAÇÃO DE NOVA SAL","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.2 - PROV DATASHOW PLENARIA ANDRÉ","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.3 - PROV DATASHOW MANUTENÇAO PROJETOR","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.4 - PROV PROJECOES MULTIMIDIA MANUTENÇÃO","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.5 - PROV DATASHOW MANUTENÇAO AUDITORIO GP","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.6 - PROV STEFANINI TÉCNICO AUDIOVISUAL PA","PB1304.4 - SUPORTE EXECUTIVO - AUDIOVISUAL"
"Jan - PB1304.7 - PROV SOLUTEC REPARO DE CELULARES","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.8 - PROV ABC TOKYO PREPARAÇÃO DE NOVA SAL","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.9 - PROV DATASHOW PLENARIA ANDRÉ","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.10 - PROV DATASHOW MANUTENÇAO PROJETOR","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.11 - PROV PROJECOES MULTIMIDIA MANUTENÇÃO","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.12 - PROV DATASHOW MANUTENÇAO AUDITORIO GP","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.13 - PROV STEFANINI TÉCNICO AUDIOVISUAL PA","PB1304.4 - SUPORTE EXECUTIVO - AUDIOVISUAL"
"Jan - PB1304.14 - PROV SOLUTEC REPARO DE CELULARES","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Jan - PB1304.15 - PROV STEFANINI SUPORTE EXECUTIVO TEL","PB1304.2 - SUPORTE EXECUTIVO E SUPORTE TP (BETIM)"
"Jan - PB1304.16 - PROV STEFANINI PROFESSIONAL SERVICES","PB1304.4 - Suporte Executivo - Audiovisual"
"Jan - PB1305.1 - PROV ICT NFS CAMPELLO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.2 - PROV ICT NFS LEXMARK","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.3 - PROV IMPRESSÃO DE MAINFRAME DEZEMBRO/17","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.4 - PROV CAMPELLO IMPRESSÃO DE PRODUÇÃO DE","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.5 - SERVIÇO IMPRESSÃO SOB DEMANDA","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.6 - SERVIÇO IMPRESSÃO SOB DEMANDA CAMPELLO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.7 - SERVIÇO IMPRESSÃO SOB DEMANDA CAMPELLO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.8 - SERVIÇO DE IMPRESSÃO SOB DEMANDA NFE","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.9 - SERVIÇO DE IMPRESSÃO SOB DEMANDA NFE","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.10 - SERVIÇO DE IMPRESSÃO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.11 - SERVIÇO DE IMPRESSÃO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.12 - 0800001786 ELLO SERVICOS EM INF EM","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.13 - 0800001786 ELLO SERVICOS EM INF EM","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.14 - CÓPIA DE CONTRA CHEQUES","PB1305.3 - Impressão de Contra-cheque"
"Jan - PB1305.15 - ALOCAÇÃO IMPRESSAO","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.16 - PROV IMPRESSÃO DE MAINFRAME JANEIRO/17","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.17 - PROV CAMPELLO IMPRESSÃO DE PRODUÇÃO JA","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1305.18 - TRANSF CAMPELLO IMPRESSAO FPT","PB1305.2 - IMPRESSÃO DE NFE"
"Jan - PB1306.1 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Jan - PB1306.2 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Jan - PB1306.3 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Jan - PB1306.4 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Jan - PB1306.5 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Jan - PB1306.6 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Jan - PB1306.7 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.4 - MDM - LICENSING GROWTH AND SUPPORT"
"Jan - PB1306.8 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Jan - PB1306.9 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Jan - PB1306.10 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Jan - PB1306.11 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1306.3 - Manutenção Kontik"
"Jan - PB1306.12 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1306.1 - Manutenção Minitab"
"Jan - PB1307.1 - ALOCAÇÃO CABEAMENTO","PB1307.7 - Cabling - Setup"
"Jan - PB1307.2 - ALOCAÇÃO CABEAMENTO","PB1307.7 - Cabling - Setup"
"Jan - PB1307.3 - PROV CABEAMENTO SETEMBRO A NOVEMBRO/1","PB1307.7 - Cabling - Setup"
"Jan - PB1307.4 - ALOCAÇÃO CABEAMENTO","PB1307.7 - Cabling - Setup"
"Jan - PB1307.5 - TRANSF ICT CABEAMENTO","PB1307.7 - Cabling - Setup"
"Jan - PB1307.6 - PROV N&C CABEAMENTO REF SETEMBRO A","PB1307.7 - Cabling - Setup"
"Jan - PB1307.7 - PROV N&C GESTÃO DE REDE LAN","PB1307.2 - GESTÃO DE REDE LAN"
"Jan - PB1307.8 - PROV N&C PROXIMITY LAN","PB1307.4 - PROXIMITY DE LAN"
"Jan - PB1307.9 - PROV N&C GESTÃO DE LAN DC HORTOLÂNDIA","PB1307.5 - Gestão LAN DC Hortolândia"
"Jan - PB1307.10 - PROV N&C SERVIÇOS DE TRANSIÇÃO LAN","PB1307.9 - N&C - SERVIÇO DE TRANSIÇÃO LAN"
"Jan - PB1307.11 - MANUT HW LAN SMARTNET 5/12","PB1307.3 - SUPORTE EQUIPAMENTOS CISCO LAN - SMARTNET"
"Jan - PB1308.1 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Jan - PB1308.2 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Jan - PB1308.3 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Jan - PB1308.4 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Jan - PB1308.5 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Jan - PB1308.6 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Jan - PB1308.7 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Jan - PB1308.8 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Jan - PB1308.9 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Jan - PB1308.10 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1308.3 - Global Networking Program"
"Jan - PB1308.11 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1308.2 - Gestão Mensal Telepresense - TPs e VDCs - Itália"
"Jan - PB1308.12 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1308.1 - FCMS internet dedicated link"
"Jan - PB1309.1 - PROV ORACLE LICENSES MANUTENÇÃO LICEN","PB1309.2 - MANUTENÇÃO LICENÇAS BPC"
"Jan - PB1309.2 - PROV MANUTENÇÃO LICENÇAS BPC","PB1309.2 - MANUTENÇÃO LICENÇAS BPC"
"Jan - PB1309.3 - PROV MANUTENÇÃO SW VDI BPC","PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1309.4 - PROV ORACLE LICENSES MANUTENÇÃO LICEN","PB1309.2 - MANUTENÇÃO LICENÇAS BPC"
"Jan - PB1309.5 - PROV MANUTENÇÃO LICENÇAS BPC","PB1309.2 - MANUTENÇÃO LICENÇAS BPC"
"Jan - PB1309.6 - PROV MANUTENÇÃO SW VDI BPC","PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1309.7 - PROV MANUTENÇÃO SW VDI BPC","PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Jan - PB1309.8 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Jan - PB1309.9 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Jan - PB1309.10 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO","PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Jan - PB1310.1 - PROV NPO FACILITIES DATA CENTER","PB1310.1 - SERVIÇOS PROXIMITY/FACILITIES (DC BETIM)"
"Jan - PB1310.2 - PROV NPO FACILITIES DATA CENTER DEZ","PB1310.1 - SERVIÇOS PROXIMITY/FACILITIES (DC BETIM)"
"Jan - PB1311.1 - DATA CENTER FACILITIES KVA UTILIZATION","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Jan - PB1311.2 - DATA CENTER FACILITIES M2 UTILIZATION","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Jan - PB1312.1 - PROV MANUTENÇÃO HW HP 6/12","PB1312.4 - MANUTENÇÃO HW SERVIDORES HP"
"Jan - PB1312.2 - PROV MANUTENÇÃO SERVIDORES LENOVO 1/12","PB1312.7 - MANUTENÇÃO HW SERVIDORES ESC. REGIONAIS"
"Jan - PB1312.3 - PROV IBM MANUTENÇÃO HADWARE TCAE JU","PB1312.9 - MANUTENÇÃO HW PSERIES SAP E TCAE"
"Jan - PB1312.4 - PROV MANUTENÇÃO HW HP 7/12","PB1312.4 - MANUTENÇÃO HW SERVIDORES HP"
"Jan - PB1312.5 - PROV MANUTENÇÃO SERVIDORES LENOVO 2/12","PB1312.7 - MANUTENÇÃO HW SERVIDORES ESC. REGIONAIS"
"Jan - PB1312.6 - PROV MANT/SUP A HARDWARE 1/9","PB1312.3 - Manutenção HW RADWARE"
"Jan - PB1312.7 - TRANSF ICT MANUT HW SAP","PB1312.4 - Manutenção HW Servidores HP"
"Jan - PB1312.8 - TRANSF ICT MANUT HW SAP","PB1312.4 - Manutenção HW Servidores HP"
"Jan - PB1312.9 - PROV EMC MANUTENÇÃO HARDWARE STORAGE","PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC"
"Jan - PB1312.10 - MANUTENÇÃO/SUPORTE A HARDWARE 7/12","PB1312.3 - Manutenção HW RADWARE"
"Jan - PB1313.1 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1313.10 - MANUTENÇÃO DE SW - WEBSPHERE"
"Jan - PB1313.2 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1313.10 - MANUTENÇÃO DE SW - WEBSPHERE"
"Jan - PB1313.3 - PROV MANUTENÇÃO SW SPAZIO 6/12","PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION"
"Jan - PB1313.4 - PROV MANUTENÇÃO SOFTWARE LINUX REDHAT","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Jan - PB1313.5 - PROV ORACLE AUDITORIA ORACLE GAPS","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Jan - PB1313.6 - LICENÇA SW RED HAT","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Jan - PB1313.7 - LICENÇA SW RED HAT","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Jan - PB1313.8 - LICENÇA SW RED HAT","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Jan - PB1313.9 - PRIMEUR ESPANA FAT A170/189 PO 61982","PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION"
"Jan - PB1313.10 - IRRF FAT A170/189 PRIMEUR ESPANA PO 619","PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION"
"Jan - PB1313.11 - MANUTENÇÃO SW SPAZIO 7/12","PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION"
"Jan - PB1313.12 - MANUTENÇÃO LINUX REDHAT 10/12","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Jan - PB1313.13 - PROV MANUTENÇAO VMWARE 1/12","PB1313.4 - MANUTENÇAO DE SW - VMWARE"
"Jan - PB1313.14 - PROV EMC MANUTENÇÃO LICENÇA STORAGE","PB1312.2 - Manutenção Storage/Backup EMC"
"Jan - PB1313.15 - PROV ORACLE AUDITORIA ORACLE GAPS","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Jan - PB1313.16 - MANUTENÇÃO DO SW ORACLE 8/12","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Jan - PB1313.17 - MANUTENÇÃO DO SW ORACLE ADICIONAL 13/1","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Jan - PB1313.18 - MANUTENÇÃO LICENÇAS MICROSOFT 8/12","PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT"
"Jan - PB1313.19 - MANUTENÇÃO LICENÇAS MICROSOFT 8/12","PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT"
"Jan - PB1313.20 - MANT SW ELA IBM 4/12","PB1313.10 - MANUTENÇÃO DE SW - WEBSPHERE"
"Jan - PB1314.1 - 0800031477 T SYSTEMS DO BRASIL EM 05 12","PB1314.9 - Ambiente histórico contabil e fiscal"
"Jan - PB1314.2 - 0800031477 T SYSTEMS DO BRASIL EM 05 12","PB1314.9 - Ambiente histórico contabil e fiscal"
"Jan - PB1314.3 - PROV IBM DISASTER RICOVERY MITO JAN","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Jan - PB1314.4 - PROV IBM DISASTER RICOVERY MITO JAN","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Jan - PB1314.5 - PROV IBM GESTÃO SHAREPOINT SETEMBRO","PB1314.3 - Gestão ITO IBM Betim - MISA"
"Jan - PB1314.6 - SUPORTE SHAREPOINT","PB1314.3 - Gestão ITO IBM Betim - MISA"
"Jan - PB1314.7 - DISASTER RECOVERY","PB1314.4 - DISASTER RECOVERY (GLOBAL ITO)"
"Jan - PB1314.8 - DISASTER RECOVERY","PB1314.4 - DISASTER RECOVERY (GLOBAL ITO)"
"Jan - PB1314.9 - DISASTER RECOVERY ARC","PB1314.4 - DISASTER RECOVERY (GLOBAL ITO)"
